From	To
A0A494C1S7	ENSG00000119041.11
A0A0A0MRC4	ENSG00000160360.13
Q9NVT9	ENSG00000104442.10
Q5JRI1	ENSG00000188529.15
G5EA37	ENSG00000070540.13
Q8N3U4	ENSG00000101972.20
Q9Y678	ENSG00000181789.14
O15403	ENSG00000108932.13
B0YIW2	ENSG00000110245.12
A0A0U1RRB6	ENSG00000144036.16
E5RIA4	ENSG00000123992.20
C9JQV0	ENSG00000146540.15
Q08AE8	ENSG00000134278.16
B7ZM87	ENSG00000266028.8
P31350	ENSG00000171848.16
Q08AF3	ENSG00000166750.10
P16435	ENSG00000127948.17
Q99720	ENSG00000147955.18
Q5K651	ENSG00000205413.8
Q9UBN6	ENSG00000173530.6
Q04726	ENSG00000140332.18
H3BN98	ENSG00000260342.2
Q9UKR5	ENSG00000133935.7
P61254	ENSG00000161970.15
K7ESE6	ENSG00000141349.10
I3L4G8	ENSG00000176108.9
P19367	ENSG00000156515.25
A0A7I2YQM2	ENSG00000107862.7
O43854	ENSG00000164176.13
Q4KMP7	ENSG00000169221.14
Q53TN4	ENSG00000071967.12
Q8NFH4	ENSG00000075188.9
Q9Y5F8	ENSG00000254122.3
Q9Y3A5	ENSG00000126524.12
P02545	ENSG00000160789.25
Q9BYV8	ENSG00000106477.20
F6U236	ENSG00000124507.11
Q9UBB6	ENSG00000020129.16
Q9C0D5	ENSG00000115183.15
A8MTY9	ENSG00000157538.14
A0A804HHZ1	ENSG00000135931.19
O43395	ENSG00000117360.13
K7ESP4	ENSG00000172992.13
Q9H4L5	ENSG00000070882.13
P27707	ENSG00000156136.10
O00330	ENSG00000110435.13
Q8IWW6	ENSG00000165322.18
Q6P5R6	ENSG00000163584.18
O14745	ENSG00000109062.12
Q5JSH3	ENSG00000131725.14
Q9H446	ENSG00000111832.13
P46777	ENSG00000122406.14
P16949	ENSG00000117632.23
Q9BRZ2	ENSG00000169871.13
P27797	ENSG00000179218.15
Q9BY77	ENSG00000100227.19
K7EKE6	ENSG00000196365.12
G3V3U6	ENSG00000172590.18
O60331	ENSG00000186111.11
Q29RF7	ENSG00000121892.15
Q9NSK0	ENSG00000137171.15
O94915	ENSG00000075539.15
I3L2B2	ENSG00000072134.16
Q96J84	ENSG00000183853.18
Q7LBR1	ENSG00000255112.3
A0A087WY28	ENSG00000123240.17
P04040	ENSG00000121691.7
Q8IUX1	ENSG00000171204.13
O60763	ENSG00000138768.15
Q6ZMI0	ENSG00000162869.16
Q8IXB1	ENSG00000077232.19
Q92558	ENSG00000112290.13
Q9BXK5	ENSG00000099968.18
A0A494C0Y9	ENSG00000048828.18
Q13823	ENSG00000134697.13
Q5SSC2	ENSG00000186501.15
Q9Y2B0	ENSG00000257727.6
P78536	ENSG00000151694.15
Q9BW60	ENSG00000066322.15
Q14008	ENSG00000175216.15
Q96IV0	ENSG00000151092.18
Q9BVG9	ENSG00000174915.12
E9PME3	ENSG00000184281.15
Q9BXI6	ENSG00000099992.16
Q9H3F6	ENSG00000110906.13
Q9H871	ENSG00000153561.13
Q96SB8	ENSG00000163029.16
P50583	ENSG00000164978.18
Q5JVS0	ENSG00000130956.14
Q99460	ENSG00000173692.14
A0A6Q8PGT8	ENSG00000148356.15
Q96DE0	ENSG00000198585.12
Q9NX55	ENSG00000242028.8
O75116	ENSG00000134318.16
Q92556	ENSG00000155849.16
Q8NEZ2	ENSG00000155975.10
Q9BPX3	ENSG00000109805.10
E7EVY0	ENSG00000155463.14
O43934	ENSG00000092931.12
P14735	ENSG00000119912.18
X6R2W0	ENSG00000104915.15
P21796	ENSG00000213585.11
P23497	ENSG00000067066.17
Q53GT1	ENSG00000099910.17
H0Y8X4	ENSG00000112667.13
Q9P2I0	ENSG00000165934.13
P02792	ENSG00000087086.15
Q7Z794	ENSG00000189182.10
P41208	ENSG00000147400.10
P41208	ENSG00000292191.1
Q969E4	ENSG00000196507.11
J3KQN4	ENSG00000241343.10
Q9NXH8	ENSG00000198113.3
Q9P2Y5	ENSG00000198382.9
O96013	ENSG00000130669.17
Q9UJW0	ENSG00000132912.13
O60282	ENSG00000168280.18
Q4G148	ENSG00000151233.11
P11169	ENSG00000059804.17
P22307	ENSG00000116171.19
Q9Y4B5	ENSG00000168502.18
O75182	ENSG00000127511.10
P50502	ENSG00000100380.15
Q9Y2G8	ENSG00000116138.13
A0A7P0TAR5	ENSG00000174373.17
Q9P0K7	ENSG00000039560.14
Q9NRX2	ENSG00000158042.9
Q6UXH1	ENSG00000184164.15
P10124	ENSG00000122862.5
Q9HCE1	ENSG00000155363.19
Q9BYD6	ENSG00000169288.18
J3QRM9	ENSG00000172057.10
O96008	ENSG00000130204.13
Q96P47	ENSG00000133612.20
O75794	ENSG00000151465.14
Q86V48	ENSG00000169641.16
O00754	ENSG00000104774.13
Q9UBC5	ENSG00000166866.13
Q9UKI9	ENSG00000137709.10
P21397	ENSG00000189221.11
A0A087WZV0	ENSG00000145725.21
P0DPK5	ENSG00000268799.4
P08962	ENSG00000135404.12
Q2L6G2	ENSG00000224608.10
E7ETU7	ENSG00000114686.9
A0A804HJ66	ENSG00000177239.16
A0A6Q8PF94	ENSG00000101871.18
O94885	ENSG00000111961.19
O60936	ENSG00000140939.15
P04179	ENSG00000291237.1
P43307	ENSG00000124783.14
P50402	ENSG00000102119.12
Q8NE01	ENSG00000168763.16
Q6ZT07	ENSG00000109436.8
H0YA52	ENSG00000132570.15
Q9UKS6	ENSG00000165912.16
Q9UHQ4	ENSG00000075790.12
Q9UHQ4	ENSG00000283852.4
O43765	ENSG00000104969.11
U3KQ32	ENSG00000175274.19
O43293	ENSG00000167657.14
P78346	ENSG00000148688.14
Q5QPK2	ENSG00000000419.14
Q14974	ENSG00000108424.11
H7C4T5	ENSG00000152601.18
P15735	ENSG00000156873.16
A0A0D9SEJ5	ENSG00000275333.4
A0A0D9SEJ5	ENSG00000112584.14
A0A140TA86	ENSG00000174917.9
E7EQB2	ENSG00000012223.13
A0A7I2V2R3	ENSG00000170144.22
Q8N7R7	ENSG00000163249.13
Q16626	ENSG00000124733.5
F8VUB4	ENSG00000111596.14
Q9H0W8	ENSG00000105771.14
P08648	ENSG00000161638.11
Q92797	ENSG00000125755.20
P78509	ENSG00000189056.15
A0A7I2V586	ENSG00000100412.17
Q9H6R4	ENSG00000165271.17
Q8N5C1	ENSG00000178033.6
Q99714	ENSG00000072506.14
A0A7P0T9B9	ENSG00000178031.18
B4E2Q0	ENSG00000017260.20
C9JQ41	ENSG00000160124.9
A0A2U3TZH3	ENSG00000101210.14
Q9UKM7	ENSG00000177239.16
P14859	ENSG00000143190.23
A0A0C4DGQ5	ENSG00000126247.11
P19447	ENSG00000163161.14
Q96HQ2	ENSG00000237190.4
B4DDF4	ENSG00000064666.15
H3BSW0	ENSG00000180979.10
Q6I9Y2	ENSG00000163634.12
Q6ZUT6	ENSG00000188549.13
Q9ULH0	ENSG00000134313.17
F5H7I4	ENSG00000104064.18
P02647	ENSG00000118137.10
Q16637	ENSG00000172062.17
Q16637	ENSG00000205571.15
Q16637	ENSG00000277773.4
Q16637	ENSG00000273772.4
Q16637	ENSG00000275349.4
Q5TD07	ENSG00000124588.22
H0YBU4	ENSG00000168300.14
P14543	ENSG00000116962.15
Q66K14	ENSG00000197226.13
Q66K14	ENSG00000284400.2
Q9NWT6	ENSG00000166135.14
A0A7I2V428	ENSG00000115053.17
Q9NSY1	ENSG00000138756.19
A0A087WT45	ENSG00000068400.14
A0A087WT45	ENSG00000292219.1
V9GYG9	ENSG00000158874.11
Q9H3H5	ENSG00000172269.20
O43865	ENSG00000168710.18
A0A7P0TAX3	ENSG00000127914.19
Q4VC31	ENSG00000160124.9
Q9H2H9	ENSG00000111371.16
Q96AZ6	ENSG00000172183.16
P38936	ENSG00000124762.14
K7EL93	ENSG00000062716.13
Q3L8U1	ENSG00000177200.18
P37059	ENSG00000086696.11
Q9Y2H1	ENSG00000211455.8
P19338	ENSG00000115053.17
Q2TAM5	ENSG00000173039.20
A0A087X0N3	ENSG00000197183.15
Q9UGK3	ENSG00000178078.12
Q8N0Z6	ENSG00000136319.12
Q8N0Z6	ENSG00000291781.1
F2Z2W7	ENSG00000099899.16
O94819	ENSG00000176595.4
O94819	ENSG00000273645.2
Q8IUR7	ENSG00000114098.18
P28072	ENSG00000142507.10
O15397	ENSG00000133704.10
Q92615	ENSG00000107929.16
Q96A72	ENSG00000111196.10
Q9BUM1	ENSG00000141349.10
O75436	ENSG00000122958.15
O60291	ENSG00000102858.13
Q9NUQ8	ENSG00000161204.12
P10321	ENSG00000204525.18
A8MV81	ENSG00000214511.4
P55795	ENSG00000126945.9
Q9BQ51	ENSG00000197646.8
Q01415	ENSG00000156958.15
Q92599	ENSG00000164402.14
P49368	ENSG00000163468.15
E9PH99	ENSG00000112200.17
A0A7I2V2R9	ENSG00000185359.14
G3V5X7	ENSG00000129566.13
G3V5X7	ENSG00000291791.1
A0A7I2V492	ENSG00000168280.18
F5H1S9	ENSG00000177192.14
I3L2C7	ENSG00000179409.11
G3V1P5	ENSG00000099917.17
Q86VN1	ENSG00000136100.14
O94992	ENSG00000186834.4
P15531	ENSG00000239672.8
E9PQD0	ENSG00000175376.9
Q08379	ENSG00000167110.19
Q15645	ENSG00000071539.14
A0A7P0T952	ENSG00000100749.9
J3KQU4	ENSG00000141198.16
Q9BTE3	ENSG00000197771.13
A0A3B3IS90	ENSG00000253710.5
Q9C0C6	ENSG00000198894.8
A0A0C4DFM0	ENSG00000100577.19
Q01831	ENSG00000154767.15
A0A3B3IRU2	ENSG00000100138.15
K7ER00	ENSG00000179115.11
O15260	ENSG00000148248.14
O15260	ENSG00000280951.3
Q9ULA0	ENSG00000123992.20
Q04917	ENSG00000128245.15
P06756	ENSG00000138448.13
A0A7I2V4K0	ENSG00000116539.14
Q9H9B4	ENSG00000164466.13
J3KN29	ENSG00000110801.14
Q96CW5	ENSG00000126216.15
A0A140T913	ENSG00000235657.9
Q8NBM8	ENSG00000145882.11
O14964	ENSG00000185359.14
G3V4P8	ENSG00000197045.14
F8W696	ENSG00000118137.10
Q9BU89	ENSG00000129932.10
Q9UBU9	ENSG00000162231.14
A0A7I2YQF9	ENSG00000184432.11
P63151	ENSG00000221914.11
Q9BYG0	ENSG00000176597.12
A0A2R8Y7F4	ENSG00000117523.18
Q6P1X6	ENSG00000213563.7
A0A2R8YEA7	ENSG00000075624.17
P10301	ENSG00000126458.4
O60476	ENSG00000198162.12
Q14683	ENSG00000072501.19
H3BLW6	ENSG00000137216.19
H7C2Q8	ENSG00000117395.13
A0A669KAV0	ENSG00000163703.20
P48047	ENSG00000241837.7
Q96AP7	ENSG00000149564.12
P23786	ENSG00000157184.7
O75208	ENSG00000088682.14
A0A2R8Y761	ENSG00000136104.22
A0A1W2PS93	ENSG00000109911.19
Q9BZM5	ENSG00000131015.5
O00566	ENSG00000124383.11
Q7Z6L1	ENSG00000205356.10
Q15036	ENSG00000115234.11
C9JFR7	ENSG00000172115.9
Q9UNE7	ENSG00000103266.11
A0A2R8YD85	ENSG00000135905.21
Q495W5	ENSG00000196968.11
P62633	ENSG00000169714.17
Q9H4A6	ENSG00000113384.14
Q9BY43	ENSG00000254505.11
Q9BY43	ENSG00000285302.5
Q9BYT8	ENSG00000123213.23
I3L2L5	ENSG00000225663.8
I3L2L5	ENSG00000288213.1
Q13084	ENSG00000086504.18
Q9Y2Q3	ENSG00000197448.14
A0A3B3ISV5	ENSG00000285942.1
Q8N5G2	ENSG00000204178.11
P78386	ENSG00000135443.8
O94766	ENSG00000149541.10
B4E0T2	ENSG00000139197.11
B4E0T2	ENSG00000288217.3
B1AMW1	ENSG00000116815.16
A0A804HJA0	ENSG00000179046
Q7Z3T8	ENSG00000039319.17
Q9UEW8	ENSG00000198648.12
A0A804HJG7	ENSG00000163539.19
Q86Y79	ENSG00000187024.15
G8JLH6	ENSG00000010278.15
P98196	ENSG00000068650.19
Q9NVP1	ENSG00000088205.13
G3V3U5	ENSG00000213930.12
P50453	ENSG00000170542.6
Q5F1R6	ENSG00000168724.18
P42338	ENSG00000051382.9
Q9UIV1	ENSG00000198791.12
Q53T59	ENSG00000118960.13
Q8WUH2	ENSG00000135966.14
Q9H307	ENSG00000100941.9
P18077	ENSG00000182899.17
P13667	ENSG00000155660.11
Q9H3Z4	ENSG00000101152.12
Q96MI9	ENSG00000273540.5
Q9NV79	ENSG00000203880.13
Q9NV79	ENSG00000280663.4
A0A3B3ITG3	ENSG00000136848.19
P63261	ENSG00000184009.13
P63261	ENSG00000291420.1
P01112	ENSG00000174775.18
P01112	ENSG00000276536.4
P78406	ENSG00000101146.13
Q96Q11	ENSG00000072756.18
Q9H0N5	ENSG00000132570.15
Q71UI9	ENSG00000105968.19
Q8N684	ENSG00000149532.16
E9PGT6	ENSG00000198612.11
Q9C010	ENSG00000135549.16
Q9NVM6	ENSG00000104129.10
A0A3B3IU04	ENSG00000150995.21
J3KN16	ENSG00000136813.15
A6NHL2	ENSG00000178462.12
A0A6Q8PF33	ENSG00000090861.17
P52926	ENSG00000149948.14
Q9BWM7	ENSG00000107819.15
P62995	ENSG00000136527.19
Q14160	ENSG00000180900.20
Q14160	ENSG00000274287.4
Q9Y624	ENSG00000158769.19
G5E9W9	ENSG00000133574.10
Q14573	ENSG00000096433.11
O15211	ENSG00000206282.11
O15211	ENSG00000224841.9
O15211	ENSG00000228736.9
O15211	ENSG00000237825.9
O15211	ENSG00000237441.10
A0A6I8PLD9	ENSG00000163463.13
A0A0A0MRR7	ENSG00000124562.10
Q9Y5K8	ENSG00000100554.12
P54886	ENSG00000059573.9
A0A1W2PPJ9	ENSG00000266173.7
A0A2R8Y4S2	ENSG00000136104.22
P54852	ENSG00000142227.11
P16083	ENSG00000124588.22
O00423	ENSG00000066629.19
P11177	ENSG00000168291.13
Q10588	ENSG00000109743.11
Q9NYT0	ENSG00000100558.9
P02458	ENSG00000139219.19
A0A7I2YQU3	ENSG00000072121.17
Q9NV06	ENSG00000164934.15
Q9NYM9	ENSG00000177951.18
Q8WUH6	ENSG00000151135.10
Q9Y6B6	ENSG00000152700.14
Q8N3P4	ENSG00000156931.16
Q9BRT8	ENSG00000172785.19
H0YM23	ENSG00000132466.20
Q8NFH3	ENSG00000120253.14
Q13724	ENSG00000115275.15
Q9Y399	ENSG00000122140.13
Q8IUX7	ENSG00000106624.11
Q13418	ENSG00000166333.14
Q15392	ENSG00000116133.13
Q86T03	ENSG00000165782.11
Q86T03	ENSG00000291802.1
Q9NP84	ENSG00000006327.14
Q9Y5S2	ENSG00000198752.11
Q9P1F3	ENSG00000146386.8
O15031	ENSG00000196576.16
P62993	ENSG00000177885.15
Q9H7F0	ENSG00000133657.17
Q9NTJ5	ENSG00000211456.14
E9PGC0	ENSG00000145715.15
Q9Y6N1	ENSG00000166260.13
J3KTN0	ENSG00000161960.16
A0A2R8Y651	ENSG00000179855.9
Q5MNZ9	ENSG00000070540.13
H3BQQ9	ENSG00000103275
P28906	ENSG00000174059.17
P53618	ENSG00000129083.13
Q6H3X3	ENSG00000203722.8
Q53FV1	ENSG00000123353.10
P04083	ENSG00000135046.14
P48509	ENSG00000177697.19
P08134	ENSG00000155366.17
O43813	ENSG00000115365.13
A0A804HKI5	ENSG00000147234.11
Q8N490	ENSG00000127838.15
A0A1B0GUA3	ENSG00000198954.9
O75446	ENSG00000164105.4
P61960	ENSG00000120686.12
O43353	ENSG00000104312.8
Q01201	ENSG00000104856.15
Q8TDI0	ENSG00000116254.18
Q8NB90	ENSG00000145375.9
A0A7I2V594	ENSG00000130414.13
H0Y870	ENSG00000186501.15
Q8N8A2	ENSG00000065413.20
A0A7P0Z4N9	ENSG00000184014.9
Q76FK4	ENSG00000198000.12
Q76FK4	ENSG00000291347.1
F8VSI7	ENSG00000139644.13
Q9Y5P6	ENSG00000173540.14
Q9Y3C4	ENSG00000144034.16
Q9Y3C4	ENSG00000291480.1
P21283	ENSG00000155097.12
A0A3B3ITT1	ENSG00000206418.5
Q53FT3	ENSG00000149196.17
O00429	ENSG00000087470.21
C9JLB1	ENSG00000115053.17
O15243	ENSG00000213625.9
P22033	ENSG00000146085.8
A0A804HKD7	ENSG00000152061.24
Q8NBF6	ENSG00000105778.20
Q08945	ENSG00000149136.9
E9PJH7	ENSG00000177542.11
A0A0A0MRK1	ENSG00000160818.17
Q9BYC5	ENSG00000033170.17
Q6N069	ENSG00000172766.19
Q8NEY1	ENSG00000134369.16
Q14289	ENSG00000120899.18
O43396	ENSG00000091164.13
P49184	ENSG00000013563.14
Q9NTK5	ENSG00000138430.16
Q9Y4L1	ENSG00000149428.21
Q9Y4L1	ENSG00000280682.3
Q9UNH7	ENSG00000129515.20
P36269	ENSG00000099998.19
Q8TDX7	ENSG00000151414.15
O76071	ENSG00000144021.3
Q9NZW5	ENSG00000105926.16
P27482	ENSG00000178363.5
B1AH87	ENSG00000100300.18
Q3SXM5	ENSG00000103160.12
Q9Y680	ENSG00000079150.19
A0A1B0GV70	ENSG00000167302.11
Q86UY6	ENSG00000110583.13
H7BYT1	ENSG00000141551.15
Q8NBJ5	ENSG00000130309.12
Q969Q0	ENSG00000165502.7
F2Z2X0	ENSG00000103202.13
Q96PP9	ENSG00000162654.9
A0A669KAX3	ENSG00000109501.15
A0A494BZV2	ENSG00000133030.22
Q8IWF9	ENSG00000150676.13
C9JUM1	ENSG00000075624.17
A0A7P0T9R0	ENSG00000157601.15
H0YD93	ENSG00000204130.14
P61952	ENSG00000127920.6
Q9Y6A4	ENSG00000070761.8
O15254	ENSG00000087008.16
Q5JY65	ENSG00000101343.15
H0YBI4	ENSG00000163110.15
Q96AT9	ENSG00000197713.15
B4DGU4	ENSG00000168036.19
Q13148	ENSG00000120948.19
A0A1W2PNP0	ENSG00000124155.19
A0A6Q8JR05	ENSG00000196159.14
P11387	ENSG00000198900.7
Q9Y6D9	ENSG00000002822.16
Q99549	ENSG00000196199.14
Q13045	ENSG00000177731.16
Q13045	ENSG00000284571.3
Q8WWC4	ENSG00000162972.11
Q9HBU6	ENSG00000139163.16
Q9NYL9	ENSG00000138594.14
Q8WVQ1	ENSG00000171302.17
P16615	ENSG00000174437.18
H3BUH9	ENSG00000140905.11
H3BUH9	ENSG00000291958.1
Q0PNE2	ENSG00000163832.16
Q9BWT7	ENSG00000100065.15
Q96AE7	ENSG00000052841.16
Q8IW45	ENSG00000213995.12
Q15256	ENSG00000153233.13
A0A7P0T8N8	ENSG00000113649.14
Q9H7B2	ENSG00000197498.13
D6RC27	ENSG00000118985.16
F5GXX5	ENSG00000129562.11
Q9ULR0	ENSG00000240682.10
I3VM54	ENSG00000173120.15
Q14653	ENSG00000126456.16
P10644	ENSG00000108946.17
Q8NHP8	ENSG00000151176.8
O15269	ENSG00000090054.16
Q92600	ENSG00000144580.15
E7ERK9	ENSG00000115211.17
P49459	ENSG00000077721.17
Q14980	ENSG00000137497.19
A0A7P0TB35	ENSG00000089127.15
P35606	ENSG00000184432.11
P04075	ENSG00000149925.22
Q01804	ENSG00000164164.17
F5GZS6	ENSG00000168003.19
Q5QNW6	ENSG00000203814.7
B4DJV2	ENSG00000062485.19
A0A7P0T855	ENSG00000119917.15
Q86VP1	ENSG00000106052.14
Q32MZ4	ENSG00000124831.20
Q9NXD2	ENSG00000166912.17
Q9NXD2	ENSG00000277086.3
Q9Y3D8	ENSG00000085231.14
Q9Y3D8	ENSG00000279247.3
Q5JR04	ENSG00000155363.19
A0A6Q8PFR3	ENSG00000153113.24
Q13769	ENSG00000100296.14
A0A0J9YXF2	ENSG00000105854.13
Q16760	ENSG00000077044.11
P22692	ENSG00000141753.7
P26572	ENSG00000131446.17
E9PH70	ENSG00000134313.17
A0A7I2V5M3	ENSG00000135047.16
Q5SRN5	ENSG00000206503.15
Q15393	ENSG00000189091.13
H0YDT6	ENSG00000175390.15
Q9BSV6	ENSG00000170892.13
Q9BSV6	ENSG00000274796.4
Q9BSV6	ENSG00000278605.4
Q9BSV6	ENSG00000274129.4
Q9BSV6	ENSG00000278622.4
Q9BSV6	ENSG00000274078.4
Q9BSV6	ENSG00000273896.4
Q9BSV6	ENSG00000278712.4
Q9BSV6	ENSG00000274672.4
Q9BSV6	ENSG00000275165.4
Q96DV4	ENSG00000204316.13
Q9ULV0	ENSG00000167306.21
Q6PGP7	ENSG00000198677.13
Q8IY31	ENSG00000109083.14
O60443	ENSG00000105928.16
Q9ULS5	ENSG00000057704.13
Q9UIQ6	ENSG00000113441.16
P23588	ENSG00000063046.18
Q5T6Z8	ENSG00000116209.12
Q9Y605	ENSG00000179010.16
Q68DK2	ENSG00000072121.17
Q9H8M7	ENSG00000148481.14
Q9BTV4	ENSG00000170876.9
Q9BSY9	ENSG00000121644.19
Q99519	ENSG00000184494.8
Q99519	ENSG00000204386.12
Q99519	ENSG00000234846.7
Q99519	ENSG00000227129.6
Q99519	ENSG00000228691.6
Q99519	ENSG00000234343.6
Q99519	ENSG00000223957.6
Q99519	ENSG00000227315.7
Q71UM5	ENSG00000185088.14
P42892	ENSG00000117298.16
A0A7I2V4K5	ENSG00000064601.21
Q99747	ENSG00000134265.13
Q6WKZ4	ENSG00000156675.16
P30279	ENSG00000118971.9
P05106	ENSG00000259207.10
Q9HBL7	ENSG00000107020.10
B2RTY4	ENSG00000066933.17
J3KTD8	ENSG00000067955.15
Q14019	ENSG00000103187.8
G5EA30	ENSG00000149187.19
E9PKW1	ENSG00000168056.18
F5H7S7	ENSG00000145703.17
O94925	ENSG00000115419.14
Q99575	ENSG00000104356.11
H7C0J8	ENSG00000186001.14
P83436	ENSG00000168434.13
A0A1B0GVW0	ENSG00000182220.15
O00142	ENSG00000166548.17
P30566	ENSG00000239900.14
Q6NUM9	ENSG00000042445.14
Q6NUM9	ENSG00000292155.1
Q9NVC3	ENSG00000103042.9
Q9HAS0	ENSG00000108666.11
A4D1P6	ENSG00000105875.15
H0Y6Y8	ENSG00000055950.17
Q9BQ52	ENSG00000006744.19
Q92522	ENSG00000184897.7
A0A0A0MTS7	ENSG00000155657.29
C9IYN3	ENSG00000143889.16
Q9BQ69	ENSG00000133315.12
Q5JYR7	ENSG00000118705.18
Q5JYR7	ENSG00000291973.1
Q9BQB6	ENSG00000167397.15
E9PJA2	ENSG00000184371.14
Q5TG12	ENSG00000152894.15
Q5TG12	ENSG00000273993.4
A8MWY0	ENSG00000164659.15
X5D2R7	ENSG00000230034.8
Q9BXT6	ENSG00000073146.17
O15344	ENSG00000101871.18
P99999	ENSG00000172115.9
P62910	ENSG00000144713.13
Q8WXF1	ENSG00000121390.19
Q9Y5J7	ENSG00000100575.14
H0Y626	ENSG00000251537.4
A0A494C001	ENSG00000162775.17
Q86SX6	ENSG00000182512.5
P63096	ENSG00000127955.17
Q86VQ6	ENSG00000197763.20
A0A6Q8PHH5	ENSG00000112367.12
Q9NWV4	ENSG00000162384.14
Q04828	ENSG00000187134.14
P23528	ENSG00000172757.13
P51606	ENSG00000102032.13
P42574	ENSG00000164305.20
Q8N8R3	ENSG00000197119.13
H0YAK1	ENSG00000132463.15
Q14566	ENSG00000076003.5
Q9Y2T2	ENSG00000185009.13
Q5PRF9	ENSG00000179134.16
P17813	ENSG00000106991.15
Q92823	ENSG00000091129.22
D6RE79	ENSG00000109736.15
Q99447	ENSG00000185813.11
Q9BVS4	ENSG00000058729.11
Q96QR8	ENSG00000146676.10
Q00688	ENSG00000100442.11
P40939	ENSG00000084754.12
Q9Y672	ENSG00000088035.18
P25788	ENSG00000100567.13
H0YLB7	ENSG00000140455.17
A0A2R8YFH5	ENSG00000101310.17
F8VQD4	ENSG00000235162.9
Q8N8S7	ENSG00000154380.19
Q96EK7	ENSG00000112584.14
Q96EK7	ENSG00000275333.4
Q8TCT8	ENSG00000138600.11
Q9BZ67	ENSG00000126391.14
O14798	ENSG00000173535.15
O14795	ENSG00000198722.15
C9JVN9	ENSG00000087299.12
J3KS54	ENSG00000177731.16
J3KS54	ENSG00000284571.3
Q9Y3S2	ENSG00000109445.11
P61224	ENSG00000127314.18
H0Y8E4	ENSG00000134313.17
A0A5F9ZI21	ENSG00000116584.22
P63244	ENSG00000204628.12
Q96EP5	ENSG00000071626.17
E7ET48	ENSG00000176092.17
I3L297	ENSG00000167193.8
A0A804C9D6	ENSG00000109790.18
P09651	ENSG00000135486.19
M0R1E3	ENSG00000090971.5
A0A0C4DFZ2	ENSG00000100299.18
F5GYH1	ENSG00000089818.18
Q9NXR7	ENSG00000158019.21
Q99584	ENSG00000189171.15
Q14C86	ENSG00000165219.23
G3V200	ENSG00000139220.17
Q6UUV9	ENSG00000105662.16
H3BTL1	ENSG00000140941.14
Q92551	ENSG00000176095.12
Q9Y315	ENSG00000023697.13
Q9HD20	ENSG00000105726.17
A0A7P0MQS5	ENSG00000204463.14
O94804	ENSG00000072786.13
D6REX3	ENSG00000138674.17
P27216	ENSG00000104537.17
P28838	ENSG00000002549.13
P53999	ENSG00000113387.12
P00568	ENSG00000106992.19
Q15629	ENSG00000067167.8
Q6IAN0	ENSG00000109016.18
Q4R9M9	ENSG00000054523.20
Q9BUP3	ENSG00000109854.14
B4DVN3	ENSG00000090316.16
A0A0R4J2F3	ENSG00000186184.20
O15145	ENSG00000111229.16
A0A087WXC5	ENSG00000130414.13
M0R2B7	ENSG00000062822.16
Q8TDM6	ENSG00000151208.17
Q8TDM6	ENSG00000274429.2
P49768	ENSG00000080815.20
Q9NWU1	ENSG00000151093.8
Q96FN4	ENSG00000140848.17
J3KNF4	ENSG00000173992.9
K7ELQ9	ENSG00000105518.14
Q9Y237	ENSG00000102309.15
Q8TAD7	ENSG00000235162.9
Q6P1J9	ENSG00000134371.15
Q9H936	ENSG00000177542.11
Q9H0J9	ENSG00000059378.13
P41252	ENSG00000196305.19
P41252	ENSG00000291356.1
P08754	ENSG00000065135.12
Q03393	ENSG00000150787.8
P49792	ENSG00000153201.17
H0Y547	ENSG00000068650.19
Q99816	ENSG00000074319.13
G5E9L0	ENSG00000149182.15
P49770	ENSG00000119718.11
Q86TB9	ENSG00000166889.14
Q9UDY4	ENSG00000162616.9
Q13247	ENSG00000124193.16
Q6JHV3	ENSG00000140455.17
P47985	ENSG00000169021.6
P00414	ENSG00000198938.2
Q6P3X3	ENSG00000018699.13
P13984	ENSG00000188342.13
P28065	ENSG00000240065.8
P28065	ENSG00000240118.7
P28065	ENSG00000243594.7
P28065	ENSG00000243067.7
P28065	ENSG00000242711.8
P28065	ENSG00000243958.7
P28065	ENSG00000239836.7
P28065	ENSG00000240508.7
P62847	ENSG00000138326.21
P49790	ENSG00000124789.12
M0QYZ2	ENSG00000042753.12
Q9Y2S2	ENSG00000165475.15
M0R1I2	ENSG00000011422.12
Q9UJS0	ENSG00000004864.14
A0A3B3IU45	ENSG00000104738.19
Q6IQ49	ENSG00000143751.10
O75334	ENSG00000139220.17
J3KP39	ENSG00000197798.9
Q9NTJ3	ENSG00000113810.16
Q9UIA9	ENSG00000130227.17
B5MD23	ENSG00000011105.14
Q9NUW8	ENSG00000042088.14
A0A0A0MTH3	ENSG00000166333.14
F5GXE4	ENSG00000107669.19
Q9NUI1	ENSG00000242612.7
Q9NUI1	ENSG00000274296.3
Q8WWP7	ENSG00000213203.3
Q86WJ1	ENSG00000131778.20
P49916	ENSG00000005156.12
Q08378	ENSG00000090615.16
Q9HD33	ENSG00000136522.14
Q8TB61	ENSG00000157593.20
Q969N2	ENSG00000124155.19
A0A1X7SBZ2	ENSG00000100201
J3KTL2	ENSG00000136450.13
A6NIH7	ENSG00000175970.11
Q9H668	ENSG00000107960.12
Q13951	ENSG00000067955.15
P35658	ENSG00000126883.19
H0YJ03	ENSG00000100567.13
Q9BQS8	ENSG00000163820.16
E9PSB9	ENSG00000118096.10
J3KN75	ENSG00000133138.20
